Tabela 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CD_CLI;NR_CTR;VR_CTR;DT_CTR;NR_PARCELA;VR_PARCELA;CODIGO;RATING;MOTIVO;PRODUTO;nome;idade;cpf;rg;data_nasc;sexo;signo;mae;pai;email;senha;cep;endereco;numero;bairro;cidade;estado;telefone_fixo;celular;altura;peso;tipo_sanguineo;cor
;14823;14923;6152;2021-03-11;36;170.89;14823;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14824;14924;6781;2021-03-11;36;188.36;14824;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14825;14925;63906;2021-03-11;360;177.52;14825;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14826;14926;73078;2021-03-11;360;202.99;14826;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14827;14927;79685;2021-03-11;360;221.35;14827;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14828;14928;31958;2021-03-11;72;443.86;14828;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;14829;14929;69509;2021-03-11;360;193.08;14829;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14830;14930;55128;2021-03-11;120;459.40;14830;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14831;14931;71265;2021-03-11;360;197.96;14831;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14832;14932;22047;2021-03-11;36;612.42;14832;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14833;14933;87630;2021-03-11;360;243.42;14833;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14834;14934;45188;2021-03-11;120;376.57;14834;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14835;14935;12100;2021-03-11;36;336.11;14835;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14836;14936;89772;2021-03-11;360;249.37;14836;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14837;14937;89980;2021-03-11;360;249.94;14837;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14838;14938;54539;2021-03-11;120;454.49;14838;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14839;14939;3319;2021-03-11;24;138.29;14839;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14840;14940;14494;2021-03-11;72;201.31;14840;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;14841;14941;63140;2021-03-11;360;175.39;14841;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14842;14942;45256;2021-03-11;120;377.13;14842;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14843;14943;21963;2021-03-11;36;610.08;14843;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14844;14944;4841;2021-03-11;24;201.71;14844;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14845;14945;77880;2021-03-11;360;216.33;14845;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14846;14946;11670;2021-03-11;36;324.17;14846;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14847;14947;14104;2021-03-11;24;587.67;14847;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14848;14948;47007;2021-03-11;120;391.73;14848;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14849;14949;80237;2021-03-11;360;222.88;14849;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14850;14950;32024;2021-03-11;36;889.56;14850;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14851;14951;86637;2021-03-11;360;240.66;14851;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14852;14952;86672;2021-03-11;360;240.76;14852;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14853;14953;41834;2021-03-11;120;348.62;14853;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14854;14954;72451;2021-03-11;360;201.25;14854;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14855;14955;2232;2021-03-11;18;124.00;14855;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14856;14956;11779;2021-03-11;36;327.19;14856;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14857;14957;73918;2021-03-11;360;205.33;14857;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14858;14958;7900;2021-03-11;60;131.67;14858;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14859;14959;33650;2021-03-11;36;934.72;14859;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14860;14960;86754;2021-03-11;360;240.98;14860;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14861;14961;71811;2021-03-11;360;199.48;14861;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14862;14962;60376;2021-03-11;360;167.71;14862;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14863;14963;31543;2021-03-11;60;525.72;14863;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14864;14964;87051;2021-03-11;360;241.81;14864;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14865;14965;98980;2021-03-11;360;274.94;14865;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14866;14966;3818;2021-03-11;36;106.06;14866;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14867;14967;40571;2021-03-11;72;563.49;14867;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;14868;14968;62235;2021-03-11;360;172.88;14868;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14869;14969;31402;2021-03-11;36;872.28;14869;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14870;14970;26960;2021-03-11;72;374.44;14870;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;14871;14971;21331;2021-03-11;60;355.52;14871;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14872;14972;98109;2021-03-11;360;272.53;14872;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14873;14973;94875;2021-03-11;360;263.54;14873;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14874;14974;90531;2021-03-11;360;251.48;14874;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14875;14975;18151;2021-03-11;36;504.19;14875;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14876;14976;39756;2021-03-11;60;662.60;14876;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14877;14977;75412;2021-03-11;360;209.48;14877;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14878;14978;75278;2021-03-11;360;209.11;14878;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14879;14979;7216;2021-03-11;36;200.44;14879;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14880;14980;18436;2021-03-11;48;384.08;14880;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14881;14981;81106;2021-03-11;360;225.29;14881;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14882;14982;91513;2021-03-11;360;254.20;14882;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14883;14983;12145;2021-03-11;36;337.36;14883;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14884;14984;3784;2021-03-11;36;105.11;14884;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14885;14985;88135;2021-03-11;360;244.82;14885;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14886;14986;76284;2021-03-11;360;211.90;14886;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14887;14987;68584;2021-03-11;360;190.51;14887;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14888;14988;4417;2021-03-11;36;122.69;14888;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14889;14989;80103;2021-03-11;360;222.51;14889;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14890;14990;91685;2021-03-11;360;254.68;14890;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14891;14991;71935;2021-03-11;360;199.82;14891;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14892;14992;87617;2021-03-11;360;243.38;14892;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14893;14993;31273;2021-03-11;36;868.69;14893;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14894;14994;54004;2021-03-11;120;450.03;14894;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14895;14995;25227;2021-03-11;36;700.75;14895;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14896;14996;44086;2021-03-11;120;367.38;14896;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14897;14997;93795;2021-03-11;360;260.54;14897;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14898;14998;27710;2021-03-11;36;769.72;14898;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14899;14999;89049;2021-03-11;360;247.36;14899;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14900;15000;48890;2021-03-11;120;407.42;14900;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14901;15001;61339;2021-03-11;360;170.39;14901;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14902;15002;86351;2021-03-11;360;239.86;14902;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14903;15003;99268;2021-03-11;360;275.74;14903;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14904;15004;93083;2021-03-11;360;258.56;14904;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14905;15005;85117;2021-03-11;360;236.44;14905;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14906;15006;77326;2021-03-11;360;214.79;14906;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14907;15007;16209;2021-03-11;36;450.25;14907;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14908;15008;4401;2021-03-11;36;122.25;14908;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14909;15009;27841;2021-03-11;48;580.02;14909;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14910;15010;85073;2021-03-11;360;236.31;14910;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14911;15011;30246;2021-03-11;36;840.17;14911;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14912;15012;58801;2021-03-11;240;245.00;14912;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14913;15013;64461;2021-03-11;360;179.06;14913;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14914;15014;29684;2021-03-11;36;824.56;14914;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14915;15015;17407;2021-03-11;36;483.53;14915;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14916;15016;30695;2021-03-11;48;639.48;14916;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14917;15017;3449;2021-03-11;36;95.81;14917;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14918;15018;8370;2021-03-11;60;139.50;14918;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14919;15019;7515;2021-03-11;72;104.38;14919;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;14920;15020;81789;2021-03-11;360;227.19;14920;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14921;15021;85922;2021-03-11;360;238.67;14921;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14922;15022;49386;2021-03-11;120;411.55;14922;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14923;15023;24061;2021-03-11;48;501.27;14923;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14924;15024;49015;2021-03-11;120;408.46;14924;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14925;15025;11593;2021-03-11;24;483.04;14925;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14926;15026;4370;2021-03-11;36;121.39;14926;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14927;15027;62949;2021-03-11;360;174.86;14927;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14928;15028;65282;2021-03-11;360;181.34;14928;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14929;15029;49084;2021-03-11;120;409.03;14929;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14930;15030;80621;2021-03-11;360;223.95;14930;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14931;15031;72940;2021-03-11;360;202.61;14931;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14932;15032;44638;2021-03-11;120;371.98;14932;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14933;15033;28063;2021-03-11;72;389.76;14933;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;14934;15034;78508;2021-03-11;360;218.08;14934;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14935;15035;53863;2021-03-11;120;448.86;14935;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14936;15036;27611;2021-03-11;60;460.18;14936;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14937;15037;19414;2021-03-11;72;269.64;14937;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;14938;15038;41617;2021-03-11;120;346.81;14938;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14939;15039;30184;2021-03-11;36;838.44;14939;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14940;15040;94478;2021-03-11;360;262.44;14940;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14941;15041;24421;2021-03-11;48;508.77;14941;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14942;15042;82717;2021-03-11;360;229.77;14942;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14943;15043;61421;2021-03-11;360;170.61;14943;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14944;15044;14481;2021-03-11;24;603.38;14944;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14945;15045;42665;2021-03-11;120;355.54;14945;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14946;15046;76397;2021-03-11;360;212.21;14946;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14947;15047;6120;2021-03-11;60;102.00;14947;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14948;15048;91396;2021-03-11;360;253.88;14948;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14949;15049;73445;2021-03-11;360;204.01;14949;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14950;15050;68862;2021-03-11;360;191.28;14950;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14951;15051;30202;2021-03-11;36;838.94;14951;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14952;15052;66794;2021-03-11;360;185.54;14952;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14953;15053;72871;2021-03-11;360;202.42;14953;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14954;15054;92193;2021-03-11;360;256.09;14954;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14955;15055;98443;2021-03-11;360;273.45;14955;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14956;15056;44234;2021-03-11;120;368.62;14956;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14957;15057;85221;2021-03-11;360;236.73;14957;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14958;15058;9934;2021-03-11;36;275.94;14958;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14959;15059;74651;2021-03-11;360;207.36;14959;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14960;15060;56849;2021-03-11;240;236.87;14960;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14961;15061;18920;2021-03-11;36;525.56;14961;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14962;15062;32624;2021-03-11;48;679.67;14962;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14963;15063;53983;2021-03-11;120;449.86;14963;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14964;15064;58324;2021-03-11;240;243.02;14964;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14965;15065;93625;2021-03-11;360;260.07;14965;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14966;15066;54437;2021-03-11;120;453.64;14966;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14967;15067;23361;2021-03-11;48;486.69;14967;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14968;15068;72846;2021-03-11;360;202.35;14968;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14969;15069;29342;2021-03-11;36;815.06;14969;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14970;15070;98689;2021-03-11;360;274.14;14970;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14971;15071;51712;2021-03-11;240;215.47;14971;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14972;15072;50350;2021-03-11;240;209.79;14972;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14973;15073;19564;2021-03-11;36;543.44;14973;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14974;15074;45191;2021-03-11;120;376.59;14974;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14975;15075;64023;2021-03-11;360;177.84;14975;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14976;15076;55160;2021-03-11;120;459.67;14976;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14977;15077;17994;2021-03-11;48;374.88;14977;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14978;15078;88398;2021-03-11;360;245.55;14978;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14979;15079;96879;2021-03-11;360;269.11;14979;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14980;15080;84161;2021-03-11;360;233.78;14980;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14981;15081;20087;2021-03-11;36;557.97;14981;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14982;15082;68358;2021-03-11;360;189.88;14982;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14983;15083;12289;2021-04-29;48;256.02;14983;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14984;15084;64650;2021-04-29;360;179.58;14984;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14985;15085;62331;2021-04-29;360;173.14;14985;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14986;15086;17492;2021-04-29;48;364.42;14986;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14987;15087;26842;2021-04-29;48;559.21;14987;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14988;15088;50967;2021-04-29;240;212.36;14988;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14989;15089;78058;2021-04-29;360;216.83;14989;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14990;15090;71371;2021-04-29;360;198.25;14990;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14991;15091;65953;2021-04-29;360;183.20;14991;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14992;15092;81904;2021-04-29;360;227.51;14992;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14993;15093;26989;2021-04-29;48;562.27;14993;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14994;15094;16275;2021-04-29;36;452.08;14994;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14995;15095;83494;2021-04-29;360;231.93;14995;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14996;15096;53349;2021-04-29;120;444.58;14996;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;14997;15097;3719;2021-04-29;36;103.31;14997;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14998;15098;25511;2021-04-29;36;708.64;14998;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;14999;15099;63865;2021-04-29;360;177.40;14999;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15000;15100;27428;2021-04-29;24;1142.83;15000;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15001;15101;14590;2021-04-29;36;405.28;15001;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15002;15102;70018;2021-04-29;360;194.49;15002;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15003;15103;45058;2021-04-29;120;375.48;15003;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15004;15104;86939;2021-04-29;360;241.50;15004;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15005;15105;16844;2021-04-29;60;280.73;15005;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15006;15106;64899;2021-04-29;360;180.28;15006;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15007;15107;84542;2021-04-29;360;234.84;15007;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15008;15108;66146;2021-04-29;360;183.74;15008;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;15009;15109;17106;2021-04-29;36;475.17;15009;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;15010;15110;35100;2021-04-29;48;731.25;15010;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
